advantages,availability,brand,breadcrumbs,description,files,images,name,price,properties,rating,sku,video_id
"      Ножи с лазерной обработкой и алмазной заточкой Ножи электросекаторов нарезаны лучом лазера и заточены алмазными дисками. Закаленные режущие кромки выдерживают большую нагрузку и долго остаются острыми.       Приспособление для разгрузки сетевого кабеля от натяжения Предотвращает случайное отсоединение вилки при подтягивании кабеля (см. иллюстрацию).       Поворотная рукоятка Устанавливаемая в пяти положениях поворотная рукоятка со встроенным подлокотником позволяет точно и удобно работать практически в любом положении.       3-ступенчатая система переключения Электросекаторы STIHL HSE 61, HSE 71 и HSE 81 снабжены практичной 3-ступенчатой системой переключения для повышения рабочего радиуса.       ",yes,Stihl,"Каталог техники STIHL,Кусторезы,Электрические","Электрические садовые ножницы этого бренда отличаются выверенной эргономикой, отменной производительностью и безусловным качеством. Работать с таким инструментом просто и комфортно, а результаты превосходят любые ожидания. Среди конструктивных особенностей, которые делают этот инструмент функциональным и эффективным можно выделить:",https://techno-angel.ru/uploads/items/file/stihl_hse_61_71_81_4.pdf,"https://techno-angel.ru/uploads/catalog/image/source_16_49.jpg,https://techno-angel.ru/uploads/gallery/image/source_15_54.jpg,https://techno-angel.ru/uploads/gallery/image/source_14_59.jpg,https://techno-angel.ru/uploads/gallery/image/source_13_65.jpg,https://techno-angel.ru/uploads/gallery/image/source_12_66.jpg,https://techno-angel.ru/uploads/gallery/image/source_11_66.jpg",Кусторез электрический STIHL HSE 81,17990,"[{'Наличие в магазинах': 'Щукинская ', 'Потребляемая мощность': '650 Вт', 'Номинальное напряжение': '230-240 В', 'Длина реза': '60 см.', 'Общая длина': '133 см.', 'Уровень звукового давления': '86 дБ(A)', 'Уровень звуковой мощности': '97 дБ(A)', 'Уровень вибрации слева': '3.1 м/с2', 'Уровень вибрации справа': '2.1 м/с2', 'Частота хода': '2800 об/мин', 'Расстояние между зубьями': '36 мм.', 'Вес': '4.4 кг.', 'Артикул': '48120113525'}]",4.00,00024215,dRRE0EGYsRU
"  Система быстрой регулировки В зависимости от области применения ножевая траверса регулируется в диапазоне от -45° до 70°, а также складывается и фиксируется параллельно штоку на время транспортировки.    Двусторонний нож Аккумуляторные кусторезы STIHL с двусторонним ножом превосходно режут как в вертикальном, так и в горизонтальном направлении.    Защита направляющей Защита направляющей предлагается в качестве серийного оснащения. Существенно облегчает обрезку веток у поверхности земли или вдоль стен и, кроме того, предохраняет специальный нож от повреждений.    Защита ножа Для защиты режущего ножа и безопасной транспортировки аккумуляторный кусторез оснащен специальной защитой для ножа.    Круговая рукоятка Круговая рукоятка обеспечивает свободу движений и простое управление в ограниченном пространстве.    EC-Двигатель STIHL Бесщеточный электродвигатель STIHL (EC) эффективен и не требует технического обслуживания. Он гарантированно увеличивает продолжительность работы агрегата в режиме эксплуатации и срок его службы в целом. Новое электронное оборудование STIHL (ЕС) распознает уровень нагрузки, например, при резке толстых веток, и в соответствии с этим регулирует работу двигателя еще до того, как падает число оборотов. Таким образом число ходов во время резки остается неизменным, а производительность реза -максимальной.  ",yes,Stihl,"Каталог техники STIHL,Кусторезы,Аккумуляторные","В нашем интернет-магазине легко прибрести кусторез аккумуляторный телескопический Stihl HLA 56 без АКБ и ЗУ без лишних переплат. Предлагаем товары оригинального производства, в качестве которых не придется сомневаться.",,"https://techno-angel.ru/uploads/catalog/image/source_1_432.jpg,https://techno-angel.ru/uploads/gallery/image/source_2_172.jpg,https://techno-angel.ru/uploads/gallery/image/source_3_189.jpg,https://techno-angel.ru/uploads/gallery/image/source_4_178.jpg,https://techno-angel.ru/uploads/gallery/image/source_5_160.jpg,https://techno-angel.ru/uploads/gallery/image/source_7_99.jpg","Кусторез аккумуляторный STIHL HLA 56 с телескопической штангой, без АКБ и ЗУ",17490,"[{'Наличие в магазинах': 'Щукинская ', 'Аккумуляторная батарея': 'приобретается отдельно ', 'Зарядное устройство для батарей': 'приобретается отдельно ', 'Тип двигателя': 'бесколлекторный ', 'Технология аккумулятора': 'Li-Ion ', 'Напряжение аккумулятора': '36 В', 'Время работы от аккумулятора': '30 мин.', 'Длина реза': '45 см.', 'Расстояние между зубьями': '30 мм.', 'Общая длина': '210 см.', 'Уровень звукового давления': '94 дБ(A)', 'Вес': '3.8 кг.', 'Артикул': 'HA010112904'}]",5.00,00028912,
" Фиксация аккумулятора   Аккумулятор вытаскивается из шахты простым нажатием на кнопку пружинного фиксатора  Вставляя аккумулятор в шахту, можно сделать это не до конца, то есть оставить аккумулятор в промежуточном положении фиксации, тогда контакты не будут соединены  Аккумулятор очень легко вытаскивать простым нажатием на кнопку  Оставляя агрегат в положении промежуточной фиксации, он будет надежно держаться в шахте (удобно для хранения и транспортировки), однако контакты аккумулятора и агрегата не буду соединены (он не будет разряжаться).  Надавив немного сильнее, аккумулятор из промежуточного положения переместится в рабочее – можно работать.   Натяжение цепи   Цепь натягивается с помощью колесика для натяжения цепи (черное)  Режущая гарнитура фиксируется с помощью системы быстрого натяжения  Не требуется инструмента для натяжения цепи  Простой монтаж/демонтаж крышки цепной звездочки и быстрая смена цепи   Уникальная режущая гарнитура   Низкопрофильная цепь 71 PM3 ¼“P  Шина 30 см Rollomatic E с маленькой концевой звездочкой  Цепь 71 PM3обеспечивает высокую производительность пиления. Цепи подобного узкого профиля специально создавались для аккумуляторных пил.  Очень чистый и аккуратный рез, особенно хорош для работ по уходу за деревьями  Маленькая концевая звездочка и компактная конструкция шины помогают работать с высокой точностью  ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Аккумуляторные","Успейте купить аккумуляторную пилу STIHL MSA 120 CBQ 12"" (без АКБ и ЗУ) по самой привлекательной цене. На сайте представлен огромный ассортимент продукции от известных брендов «Stihl» и «Viking», который не оставит равнодушным ни одного покупателя. Сервисное обслуживание в гарантийный и послегарантийный периоды Вы сможете осуществить в любом официальном сервисном центре. Непосредственно ознакомиться с товаром можно в нашем магазине на Волоколамском шоссе, где Вы получите исчерпывающую дополнительную консультацию.",https://techno-angel.ru/uploads/items/file/stihl_msa_120_c_msa_140_c_2.pdf,"https://techno-angel.ru/uploads/catalog/image/source_screenshot_1_2.png,https://techno-angel.ru/uploads/gallery/image/source_1_46.png,https://techno-angel.ru/uploads/gallery/image/source_2_45.png,https://techno-angel.ru/uploads/gallery/image/source_3_45.png,https://techno-angel.ru/uploads/gallery/image/source_1_31.jpg,https://techno-angel.ru/uploads/gallery/image/source_2_24.jpg,https://techno-angel.ru/uploads/gallery/image/source_4_95.jpg,https://techno-angel.ru/uploads/gallery/image/source_5_79.jpg","Аккумуляторная пила STIHL MSA 120 C-BQ 12"" без АКБ и ЗУ",17490,"[{'Наличие в магазинах': 'Щукинская ', 'Тип двигателя': 'бесколлекторный ', 'Зарядное устройство для батарей': 'приобретается отдельно ', 'Аккумуляторная батарея': 'приобретается отдельно ', 'Технологии аккумуляторов': 'Li-Ion ', 'Напряжение аккумулятора': '36 В', 'Длина шины': '30 см', 'Шаг пильной цепи': '1/4"" Дюйм', 'Толщина звена цепи': '1.1 мм', 'Объем масленого бака': '110 мл', 'Уровень вибрации слева / справа': '3.4 м/с²', 'Уровень звукового давления': '83 дБ(A)', 'Уровень звуковой мощности': '94 LW дБ(A)', 'Полуавтоматическое открытие масляного бака': 'есть ', 'Система быстрого натяжения цепи': 'есть ', 'Корпус пилы': 'пластик ', 'Вес без аккумулятора': '2.5 кг', 'Артикул': '12540115804'}]",5.00,00019059,mJesVwMQIbU
" Двусторонний нож Садовые мотоножницы STIHL с заостренным с двух сторон ножом прекрасно режут как вертикально, так и горизонтально. Благодаря использованию обеих сторон ножа они позволяют стричь в углах. Поворотная рукоятка делает их универсальными, подходящими и для левшей, и для правшей.  Режущий нож с односторонней заточкой Двусторонний режущий нож заточен с одной стороны. Специальная геометрия ножа обеспечивает высокую производительность стрижки.  STIHL ElastoStart В результате давления сжатия при запуске двухтактных двигателей возникают толчкообразные силы, нагружающие мышцы и суставы. Пусковое устройство ElastoStart заметно уменьшает эти вредные воздействия. Специальный демпфирующий элемент в ручке пускателя расширяется соответственно силе тяги, и таким образом запуск происходит равномерно, без толчков.  STIHL Антивибрационная система Резиновые буферы и стальные пружины уменьшают вибрации, передаваемые на рукоятки, до минимума, и работа становится неутомительной.  Петля для подвешивания в рукоятке Встроенное в корпус ушко для крепления к стене позволяет сэкономить место и повысить надёжность при хранении машины.  Ручной топливный насос (Праймер) С помощью ручного топливного насоса можно вручную, нажатием пальца подать топливо в карбюратор. Это сокращает количество пусковых рывков после длительного перерыва в эксплуатации.  Электронная система зажигания Полностью герметичная электронная система зажигания гарантирует надёжный запуск и бесперебойную работу двигателя. Высокое напряжение зажигания обеспечивает надёжное искрообразование и длительное время горения искры. Это улучшает сгорание топлива и уменьшает вредные выбросы.  Долговечный воздушный фильтр Обеспечивает длительную работу без очистки и надёжную защиту двигателя. ",yes,Stihl,"Каталог техники STIHL,Кусторезы,Бензиновые","Успейте купить мотоножницы STIHL HS 45 (60 см) по самой выгодной цене. На сайте представлен широкий ассортимент продукции от известных брендов «Stihl» и «Viking», который не оставит равнодушным ни одного покупателя. Сервисное обслуживание в гарантийный и послегарантийный периоды Вы сможете осуществить в любом официальном сервисном центре. Непосредственно ознакомиться с товаром можно в нашем магазине на Волоколамском шоссе, где Вы получите исчерпывающую дополнительную консультацию.",https://techno-angel.ru/uploads/items/file/stihl_hs_45.pdf,"https://techno-angel.ru/uploads/catalog/image/source_stihl_hs_45_60_source.jpg,https://techno-angel.ru/uploads/gallery/image/source_2_117.jpg,https://techno-angel.ru/uploads/gallery/image/source_3_138.jpg,https://techno-angel.ru/uploads/gallery/image/source_4_126.jpg,https://techno-angel.ru/uploads/gallery/image/source_5_109.jpg,https://techno-angel.ru/uploads/gallery/image/source_7_67.jpg,https://techno-angel.ru/uploads/gallery/image/source_8_62.jpg",Кусторез бензиновый STIHL HS 45 - 60 см,16490,"[{'Наличие в магазинах': 'Щукинская ', 'Мощность': '0.75 кВт', 'Рабочий объем': '27.2 см3', 'Длина шины': '60 см.', 'Вес': '5 кг.', 'Артикул': '42280112925'}]",5.00,00017081,0dQYbuU-nu4
"      Боковое устройство натяжения цепи Доступ к натяжному винту обеспечивается сбоку через крышку цепной звёздочки. Это предотвращает контакт рук с острой цепью и кончиками зубчатого упора.       Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.       Тормоз QuickStop Super (Q) Удобный цепной тормоз - эксклюзив компании STIHL. В системе QuickStop Super дополнительно активируется цепной тормоз при отпускании задней ручки бензопилы. Цепь останавливается в кратчайшее время. С помощью функции QuickStop Super особенно эффективно и удобно работать, когда бензопилу приходится часто останавливать.      ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Электрические","Электропила Stihl MSE 190C-Q отличается эффективной производительностью, компактностью, небольшим весом, безопасной работой и качеством пила. Оснащена мощным и надежным электродвигателем, который при работе не создает токсичных выбросов, обеспечивает нормированный уровень шума. Имеет профессиональное назначение и эффективна при использовании в закрытых помещениях, там где возможно подключиться к электрической сети: на строительных площадках, в столярных мастерских и пр.",https://techno-angel.ru/uploads/items/file/stihl_mse_170_c_190_c_210_c_230_c_2.pdf,"https://techno-angel.ru/uploads/catalog/image/source_mse_190_cq.jpg,https://techno-angel.ru/uploads/gallery/image/source_1_40.png,https://techno-angel.ru/uploads/gallery/image/source_2_39.png,https://techno-angel.ru/uploads/gallery/image/source_3_39.png,https://techno-angel.ru/uploads/gallery/image/source_4_39.png,https://techno-angel.ru/uploads/gallery/image/source_5_39.png,https://techno-angel.ru/uploads/gallery/image/source_6_36.png,https://techno-angel.ru/uploads/gallery/image/source_7_32.png","Пила электрическая STIHL MSE 190 C-Q 14"" - 35 см",15490,"[{'Тип электропилы': 'Бытовая  ', 'Мощность': '1900 Вт', 'Номинальное напряжение': '220 В', 'Шаг цепи': '3/8"" 1,3 50E  дюймы', 'Длина шины': '35 см', 'Автоматическая смазка цепи': 'да ', 'Емкость бака для смазки цепи': '0.2 л', 'Длина провода': '1.8 м', 'Вес': '4.3 кг', 'Артикул': '12092000005'}]",4.00,00011954,NUDQLIO4-ZA
"  Защита от перегрузки Максимальная мощность без перегрузки: если вдруг ваша электропила нагреется слишком сильно, она автоматически отключит двигатель с помощью красной кнопки перегрузки. Но уже через пару минут двигатель охладиться и вы сможете возобновить работу.Крышка масляного бака, открываемая без инструментаZoom    Крышка масляного бака, открываемая без инструмента Запатентованная крышка специальной конструкции для масляного бака. Бак быстро открывается и закрывается без лишних усилий и без специального инструмента.Прозрачный масляный бакZoom    Прозрачный масляный бак Абсолютный контроль уровня масла: благодаря прозрачным стенкам бака вы всегда сможете оценить количество масла для смазывания цепи. Масло быстро и удобно заливается с помощью системы заправки STIHL.Устойчивый зубчатый упорZoom    Устойчивый зубчатый упор Точное и безопасное пиление: зубчатый упор фиксирует инструмент на древесине и, тем самым, обеспечивает точное ведение.Эргономичная мягкая ручкаZoom    Эргономичная мягкая ручка Благодаря мягкой ручке эргономичной формы в задней зоне захвата инструмент надёжно и удобно лежит в руке.Система быстрого натяжения цепи (B)Zoom    Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.  ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Бензиновые","В нашем интернет-магазине легко прибрести бензопилу Stihl MS 210 16"" без лишних переплат. Предлагаем товары оригинального производства, в качестве которых не придется сомневаться.",,"https://techno-angel.ru/uploads/catalog/image/source_ms2101_2.jpg,https://techno-angel.ru/uploads/gallery/image/source_ms2102_2.jpg","Бензопила STIHL MS 210 16""",14990,"[{'Тип бензопилы': 'бытовая ', 'Наличие в магазинах': 'Щукинская ', 'Мощность': '2.2 л.с./1.6 кВт ', 'Объём двигателя': '35.2 см3', 'Шаг цепи': '3/8"" ', 'Длина шины': '40 см.', 'Толщина звена цепи': '1.3 мм.', 'Количество звеньев': '55 шт.', 'Емкость топливного бака': '0.47 л.', 'Емкость бака для смазки цепи': '0.2 л.', 'Вес': '4.6 кг.', 'Артикул': '11232000869'}]",5.00,00028161,
"  Защита от перегрузки Максимальная мощность без перегрузки: если вдруг ваша электропила нагреется слишком сильно, она автоматически отключит двигатель с помощью красной кнопки перегрузки. Но уже через пару минут двигатель охладиться и вы сможете возобновить работу.Крышка масляного бака, открываемая без инструментаZoom    Крышка масляного бака, открываемая без инструмента Запатентованная крышка специальной конструкции для масляного бака. Бак быстро открывается и закрывается без лишних усилий и без специального инструмента.Прозрачный масляный бакZoom    Прозрачный масляный бак Абсолютный контроль уровня масла: благодаря прозрачным стенкам бака вы всегда сможете оценить количество масла для смазывания цепи. Масло быстро и удобно заливается с помощью системы заправки STIHL.Устойчивый зубчатый упорZoom    Устойчивый зубчатый упор Точное и безопасное пиление: зубчатый упор фиксирует инструмент на древесине и, тем самым, обеспечивает точное ведение.Эргономичная мягкая ручкаZoom    Эргономичная мягкая ручка Благодаря мягкой ручке эргономичной формы в задней зоне захвата инструмент надёжно и удобно лежит в руке.Система быстрого натяжения цепи (B)Zoom    Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.  ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Бензиновые","В нашем интернет-магазине легко прибрести бензопилу Stihl MS 210 14"" без лишних переплат. Предлагаем товары оригинального производства, в качестве которых не придется сомневаться.",https://techno-angel.ru/uploads/items/file/stihl_ms_210_230_250_3.pdf,"https://techno-angel.ru/uploads/catalog/image/source_ms2101.jpg,https://techno-angel.ru/uploads/gallery/image/source_ms2102.jpg","Бензопила STIHL MS 210 14""",14990,"[{'Тип бензопилы': 'бытовая ', 'Наличие в магазинах': 'Щукинская ', 'Мощность': '2.2 л.с./1.6 кВт ', 'Объём двигателя': '35.2 см3', 'Шаг цепи': '3/8"" ', 'Длина шины': '35 см.', 'Толщина звена цепи': '1.3 мм.', 'Количество звеньев': '50 шт.', 'Емкость топливного бака': '0.47 л.', 'Емкость бака для смазки цепи': '0.2 л.', 'Вес': '4.4 кг.', 'Артикул': '11232000870'}]",5.00,00028160,
"      Боковое устройство натяжения цепи Доступ к натяжному винту обеспечивается сбоку через крышку цепной звёздочки. Это предотвращает контакт рук с острой цепью и кончиками зубчатого упора.       Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.       Тормоз QuickStop Super (Q) Удобный цепной тормоз - эксклюзив компании STIHL. В системе QuickStop Super дополнительно активируется цепной тормоз при отпускании задней ручки бензопилы. Цепь останавливается в кратчайшее время. С помощью функции QuickStop Super особенно эффективно и удобно работать, когда бензопилу приходится часто останавливать.     ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Электрические","Новая электропила с улучшенной производительностью пиления. Очень высокая эргономичность для неутомительной работы, цепной тормоз QuickStop Super, мягкая ручка для надёжного захвата и удобства в работе, открываемая без помощи инструмента крышка масляного бака для простой и безопасной заправки цепным маслом, защита от перегрузки.",https://techno-angel.ru/uploads/items/file/stihl_mse_170_c_190_c_210_c_230_c.pdf,"https://techno-angel.ru/uploads/catalog/image/source_2_32.jpg,https://techno-angel.ru/uploads/gallery/image/source_1_37.png,https://techno-angel.ru/uploads/gallery/image/source_2_36.png,https://techno-angel.ru/uploads/gallery/image/source_3_36.png,https://techno-angel.ru/uploads/gallery/image/source_4_36.png,https://techno-angel.ru/uploads/gallery/image/source_5_36.png,https://techno-angel.ru/uploads/gallery/image/source_6_33.png,https://techno-angel.ru/uploads/gallery/image/source_7_29.png,https://techno-angel.ru/uploads/gallery/image/source_8_26.png","Пила электрическая STIHL MSE 170 C-Q 14""",14990,"[{'Тип электропилы': 'Бытовая ', 'Мощность': '1700 Вт', 'Номинальное напряжение': '230 В', 'Шаг цепи': '3/8"" дюймы', 'Длина шины': '35 см', 'Цепь STIHL Oilomatic': 'Picco Micro Mini 3 (PMM3) ', 'Автоматическая смазка цепи': 'да ', 'Емкость бака для смазки цепи': '0.2 л', 'Длина провода': '0.4 м', 'Вес': '4.2 кг', 'Артикул': '12092000012'}]",4.00,00010312,NUDQLIO4-ZA
"      Боковое устройство натяжения цепи Доступ к натяжному винту обеспечивается сбоку через крышку цепной звёздочки. Это предотвращает контакт рук с острой цепью и кончиками зубчатого упора.       Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.       Тормоз QuickStop Super (Q) Удобный цепной тормоз - эксклюзив компании STIHL. В системе QuickStop Super дополнительно активируется цепной тормоз при отпускании задней ручки бензопилы. Цепь останавливается в кратчайшее время. С помощью функции QuickStop Super особенно эффективно и удобно работать, когда бензопилу приходится часто останавливать.     ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Электрические","Мотопилы с электрическим двигателем просты в применении – достаточно подключить агрегат к электрической сети, включить его и начать работать. Такие мотопилы имеют малый вес от 4,2 кг до 5,8 кг, низкую вибрацию, работают без запаха бензина и без выхлопных газов. Могут применяться в помещениях.",https://techno-angel.ru/uploads/items/file/stihl_mse_250_c_2.pdf,"https://techno-angel.ru/uploads/catalog/image/source_1_354.jpg,https://techno-angel.ru/uploads/gallery/image/source_2_110.jpg,https://techno-angel.ru/uploads/gallery/image/source_1_37_6.png,https://techno-angel.ru/uploads/gallery/image/source_2_36_6.png,https://techno-angel.ru/uploads/gallery/image/source_3_36_6.png,https://techno-angel.ru/uploads/gallery/image/source_3_42_3.png,https://techno-angel.ru/uploads/gallery/image/source_4_36_6.png,https://techno-angel.ru/uploads/gallery/image/source_5_36_6.png,https://techno-angel.ru/uploads/gallery/image/source_6_33_6.png,https://techno-angel.ru/uploads/gallery/image/source_7_29_6.png,https://techno-angel.ru/uploads/gallery/image/source_8_26_6.png","Пила электрическая STIHL MSE 250 C-Q 18"" - 45 см",29990,"[{'Тип электропилы': 'Профессиональная  ', 'Мощность': '2500 Вт', 'Номинальное напряжение': '220 В', 'Шаг цепи': '3/8""P 1,3мм 66E  дюймы', 'Длина шины': '45 см', 'Автоматическая смазка цепи': 'да ', 'Емкость бака для смазки цепи': '0.2 л', 'Длина провода': '4 м', 'Вес': '5.7 кг', 'Артикул': '12102000003'}]",5.00,00022270,NUDQLIO4-ZA
"      Боковое устройство натяжения цепи Доступ к натяжному винту обеспечивается сбоку через крышку цепной звёздочки. Это предотвращает контакт рук с острой цепью и кончиками зубчатого упора.       Система смазки цепи Ematic Система STIHL Ematic состоит из направляющей шины Ematic, пильной цепи Oilomatic и масляного насоса с регулируемой подачей. Особая конструкция шины и цепи заставляет каждую каплю масла попасть именно туда, где оно требуется для смазывания. Это позволяет сократить расход масла на 50 %.       Тормоз QuickStop Super (Q) Удобный цепной тормоз - эксклюзив компании STIHL. В системе QuickStop Super дополнительно активируется цепной тормоз при отпускании задней ручки бензопилы. Цепь останавливается в кратчайшее время. С помощью функции QuickStop Super особенно эффективно и удобно работать, когда бензопилу приходится часто останавливать.     ",yes,Stihl,"Каталог техники STIHL,Цепные пилы ,Электрические","Мотопилы с электрическим двигателем просты в применении – достаточно подключить агрегат к электрической сети, включить его и начать работать. Такие мотопилы имеют малый вес от 4,2 кг до 5,8 кг, низкую вибрацию, работают без запаха бензина и без выхлопных газов. Могут применяться в помещениях.",https://techno-angel.ru/uploads/items/file/stihl_mse_250_c.pdf,"https://techno-angel.ru/uploads/catalog/image/source_1_102.jpg,https://techno-angel.ru/uploads/gallery/image/source_2_2.jpg,https://techno-angel.ru/uploads/gallery/image/source_1_37_5.png,https://techno-angel.ru/uploads/gallery/image/source_2_36_5.png,https://techno-angel.ru/uploads/gallery/image/source_3_36_5.png,https://techno-angel.ru/uploads/gallery/image/source_3_42_2.png,https://techno-angel.ru/uploads/gallery/image/source_4_36_5.png,https://techno-angel.ru/uploads/gallery/image/source_5_36_5.png,https://techno-angel.ru/uploads/gallery/image/source_6_33_5.png,https://techno-angel.ru/uploads/gallery/image/source_7_29_5.png,https://techno-angel.ru/uploads/gallery/image/source_8_26_5.png","Пила электрическая STIHL MSE 250 C-Q 16"" - 40 см",29990,"[{'Тип электропилы': 'Профессиональная  ', 'Мощность': '2500 Вт', 'Номинальное напряжение': '220 В', 'Шаг цепи': '3/8"" 1.6мм 60Е  дюймы', 'Длина шины': '40 см', 'Автоматическая смазка цепи': 'да ', 'Емкость бака для смазки цепи': '0.2 л', 'Длина провода': '4 м', 'Вес': '5.7 кг', 'Артикул': '12102000002'}]",5.00,00026421,NUDQLIO4-ZA
"      Центральная регулировка высоты Благодаря центральной регулировке высоты Вы можете в одно мгновение настроить агрегат в соответствии с видом мусора или обрабатываемой поверхности. Кроме того, можно регулярно менять высоту щеток для достижения оптимального результата на протяжении всего срока их службы.       STIHL MultiClean PLUS Две дисковые щетки поднимают грязь и перемещают ее прямо в находящуюся за ними емкость. Выступая с боков, они гарантируют, что вдоль стен и бордюров также не останется ни соринки. Маскимальный результат достигается при использовании в дополнение к дисковым щеткам подметального валика. Он справится с оставшимся мелким сором, таким как песок.       Прочная щетина Щетки из износоустойчивого полиамида имеют очень длительный срок службы. Благодаря их особому расположению щетки поднимают с обрабатываемой поверхности любой мусор, в т.ч. мокрую листву. Гарантия компания STIHL на износ щеток составляет 4 года.       Резервуар для мусора Большой объем и высокие стенки резервуара делают его особенно вместительным. Резервуар для мусора надежно крепится за ручкой на раму. Это предотвращает непредумышленное опорожнение контейнера даже в процессе транспортировки.       Долговечный редуктор с защитным колпачком За счет прямой передачи КПД редуктора существенно больше чем у механизмов с ременным приводом. Это облегчает управление агрегатом. Даже когда используется задний ход, дисковые щетки двигаются по направлению вовнутрь, что позволяет избежать выброса мусора. Редукторы дополнительно оснащены защитными колпачками, предотвращающими попадание на них воды, пыли и грязевых частиц.       Уплотняющий язычок Уплотняющие язычки, расположенные с обеих сторон подметального валика, удерживают поднятую в воздух пыль. В сочетании с воздушными фильтрами это позволяет минимизировать выброс пыли в окружающую среду.       Воздушный фильтр Благодаря отлично продуманной системе подачи воздуха оба губчатых воздушных фильтра превосходно удерживают мельчайшие частицы. За счет этого при подметании в воздух поднимается существенно меньше пыли. Оба фильтрующих элемента легко снимаются и промываются водой.       Прижимное устройство для щеток Использование прижимного устройства для щеток позволяет плотно придавить щетину к обрабатываемой вдоль бордюров поверхности и тем самым достичь оптимального результата.       Эргономичная ручка Ручка эргономичной формы позволяет манипулировать подметальным устройством практичеки без усилий. Регулировка ручки в соответствии с ростом пользователя осуществляется простым поворотом ее на 180°. Ручка легко снимается при транспортировке.     ",yes,Stihl,"Каталог техники STIHL,Подметальные машины,Электрические","Мощное подметальное устройство для поверхностей с твердым покрытием и площадью до 1500 м2. Подметальная система STIHL Multi-Clean PLUS (с двумя дисковыми щетками и подметальным валиком) справляется с самыми разными видами мусора. Выступающие по бокам щетки позволяют достичь максимального эффекта, обеспечивая чистоту по краям и вдоль бордюров. Устройство оснащено вместительным резурвуаром для мусора (50 л), с ручками для удобного опустошения. Щетки выполнены из износостойкого нейлона с гарантией 4 года. Идеально подходит для внутренних помещений, например, складов и гаражей.",,"https://techno-angel.ru/uploads/catalog/image/source_16_36.jpg,https://techno-angel.ru/uploads/gallery/image/source_15_41.jpg,https://techno-angel.ru/uploads/gallery/image/source_14_46.jpg,https://techno-angel.ru/uploads/gallery/image/source_11_53.jpg,https://techno-angel.ru/uploads/gallery/image/source_12_52.jpg,https://techno-angel.ru/uploads/gallery/image/source_13_52.jpg",Электрическая подметальная машина STIHL KG 770,29990,"[{'Наличие в магазинах': 'Щукинская ', 'Производительность подметания': '2900 м2/ч', 'Рабочая ширина': '77 см.', 'Объем резервуара': '50 л.', 'Для площадей до': '1500 м2', 'Вес': '13 кг.', 'Артикул': '48600194701'}]",5.00,0008022,
